image_path,item_id,split,caption,gt_x1,gt_y1,gt_x2,gt_y2
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_01_1_front.jpg,id_00000017,gallery,a long sleeve sweater,71,59,193,209
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_01_2_side.jpg,id_00000017,gallery,a long sleeve sweater,86,4,153,239
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_02_1_front.jpg,id_00000017,gallery,a black denim jacket with ripped shorts,71,41,193,209
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_02_3_back.jpg,id_00000017,gallery,a long sleeve sweater,57,33,224,252
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000019_01_1_front.jpg,id_00000019,gallery,"a white tank top with the words ""i'm original"" printed on it",80,50,201,233
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000019_01_4_full.jpg,id_00000019,gallery,"a white tank top with the words ""i'm original"" printed on it",95,41,160,125
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000021_04_1_front.jpg,id_00000021,gallery,a crochet maxi dress,83,30,167,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000021_04_7_additional.jpg,id_00000021,gallery,a lace dress,1,38,256,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000021_05_1_front.jpg,id_00000021,gallery,a red crochet maxi dress,90,30,179,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000021_05_2_side.jpg,id_00000021,gallery,a red dress,112,23,142,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000021_06_2_side.jpg,id_00000021,gallery,a blue dress,106,22,150,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_05_2_side.jpg,id_00000026,gallery,a white lace long sleeve crop top,88,60,134,239
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_05_7_additional.jpg,id_00000026,gallery,a white lace crop top,70,35,149,131
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_2_side.jpg,id_00000026,gallery,a pink lace top,86,48,157,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_4_full.jpg,id_00000026,gallery,a cropped top with long sleeves,80,35,158,133
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_7_additional.jpg,id_00000026,gallery,a coral lace top,58,60,204,244
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_07_3_back.jpg,id_00000026,gallery,a lace crop top,52,60,202,250
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_09_1_front.jpg,id_00000026,gallery,a long sleeve lace top,65,57,181,240
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_09_2_side.jpg,id_00000026,gallery,a long sleeve lace crop top,68,49,205,234
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_2_side.jpg,id_00000027,gallery,a black dress,78,41,203,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_3_back.jpg,id_00000027,gallery,a black tunic top,55,46,192,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_4_full.jpg,id_00000027,gallery,a black dress,58,50,192,252
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_7_additional.jpg,id_00000027,gallery,a black dress with lace trim,1,1,256,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000027_02_2_side.jpg,id_00000027,gallery,a white cotton dress,90,46,174,248
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000028_01_1_front.jpg,id_00000028,gallery,a floral print halter top,78,57,176,199
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000028_01_2_side.jpg,id_00000028,gallery,a floral print tank top,90,49,156,193
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000029_04_1_front.jpg,id_00000029,gallery,a black sweater with an open front,79,93,138,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000029_04_2_side.jpg,id_00000029,gallery,a black shirt with white stripes,108,1,152,247
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000029_04_7_additional.jpg,id_00000029,gallery,a black t shirt,86,1,178,235
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000029_06_3_back.jpg,id_00000029,gallery,a pair of jeans,88,1,173,251
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000031_02_3_back.jpg,id_00000031,gallery,a white top with lace detailing,55,51,207,220
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000031_02_4_full.jpg,id_00000031,gallery,a white top with lace detailing,89,34,171,130
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000034_02_1_front.jpg,id_00000034,gallery,a red floral print maxi dress,100,23,164,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000034_02_2_side.jpg,id_00000034,gallery,a long sleeved maxi dress,85,28,164,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000035_03_2_side.jpg,id_00000035,gallery,a black off the shoulder dress,103,40,162,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000035_04_1_front.jpg,id_00000035,gallery,a long sleeve dress,86,33,174,155
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000035_04_7_additional.jpg,id_00000035,gallery,a long sleeve dress with an open back,75,36,176,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000035_05_1_front.jpg,id_00000035,gallery,a burgundy long sleeve dress with open back,103,27,168,156
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000035_05_2_side.jpg,id_00000035,gallery,a burgundy dress with long sleeves,97,38,189,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00000036_02_1_front.jpg,id_00000036,gallery,a black cardigan with hearts on it,56,45,187,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00000036_02_2_side.jpg,id_00000036,gallery,a black cardigan with hearts,70,54,155,220
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000040_03_1_front.jpg,id_00000040,gallery,a black dress with white trim,91,46,183,207
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000040_03_4_full.jpg,id_00000040,gallery,a white top with black embroidery,79,39,174,125
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000042_02_1_front.jpg,id_00000042,gallery,a white lace mini dress,69,43,190,244
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000042_02_2_side.jpg,id_00000042,gallery,a white lace dress,105,40,172,247
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00000045_01_1_front.jpg,id_00000045,gallery,a black t-shirt with red pants,110,36,188,142
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00000045_01_4_full.jpg,id_00000045,gallery,a black t shirt with red stripes,53,42,213,220
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000046_01_1_front.jpg,id_00000046,gallery,The t shirt,66,50,208,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000046_01_3_back.jpg,id_00000046,gallery,a white t shirt,67,46,203,240
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Sweaters_id_00000049_01_1_front.jpg,id_00000049,gallery,a blue shirt with white stripes,79,31,173,136
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Sweaters_id_00000049_01_3_back.jpg,id_00000049,gallery,a tie dye shirt,36,29,223,240
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_02_1_front.jpg,id_00000050,gallery,a black floral print jumpsuit,94,28,164,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_02_7_additional.jpg,id_00000050,gallery,a black floral print romper,1,22,256,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_03_3_back.jpg,id_00000050,gallery,a floral jumpsuit,83,26,165,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000052_03_1_front.jpg,id_00000052,gallery,a pair of pants,88,1,170,225
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000052_03_2_side.jpg,id_00000052,gallery,a pair of leggings,93,1,160,232
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000054_01_1_front.jpg,id_00000054,gallery,a black blazer with yellow pants,55,57,193,244
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000054_01_3_back.jpg,id_00000054,gallery,a black wool coat with an open collar,56,57,199,253
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00000055_04_2_side.jpg,id_00000055,gallery,a black dress with red trim,95,2,131,236
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00000055_04_3_back.jpg,id_00000055,gallery,a red sweater,73,5,162,231
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000058_02_1_front.jpg,id_00000058,gallery,a black cardigan,59,46,204,235
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000058_02_2_side.jpg,id_00000058,gallery,a black cardigan,58,47,172,216
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00000063_02_1_front.jpg,id_00000063,gallery,a pair of sweat pants,111,17,157,239
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00000063_02_3_back.jpg,id_00000063,gallery,a pair of sweatpants,67,25,176,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000065_02_1_front.jpg,id_00000065,gallery,a cropped white check jumpsuit,86,93,174,198
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00000065_02_2_side.jpg,id_00000065,gallery,a white check dress,98,95,171,200
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000065_02_1_front.jpg,id_00000065,gallery,a white checkered shirt,86,24,175,204
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000072_01_1_front.jpg,id_00000072,gallery,a floral print t shirt,56,60,235,183
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000072_01_3_back.jpg,id_00000072,gallery,a floral print top,37,61,230,236
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000073_02_2_side.jpg,id_00000073,gallery,a strapless dress,89,68,214,246
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000073_02_3_back.jpg,id_00000073,gallery,a strapless dress with an open back,97,60,162,160
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_1_front.jpg,id_00000074,gallery,a black dress with side slit,107,26,179,192
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_3_back.jpg,id_00000074,gallery,a black shift dress,77,25,147,192
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_7_additional.jpg,id_00000074,gallery,a black dress with side slit,103,30,168,193
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000076_01_1_front.jpg,id_00000076,gallery,a halter neck romper,50,45,171,223
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000077_02_2_side.jpg,id_00000077,gallery,a black floral print swimsuit,93,43,127,227
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_1_front.jpg,id_00000079,gallery,a black bodysuit with sheer mesh,69,49,179,211
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_2_side.jpg,id_00000079,gallery,a black tank top with white mesh,111,55,159,210
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_4_full.jpg,id_00000079,gallery,a black bodysuit with mesh detailing,98,35,163,125
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_7_additional.jpg,id_00000079,gallery,a black mesh bodysuit,67,46,183,204
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_05_1_front.jpg,id_00000079,gallery,a red mesh bodysuit,91,42,192,186
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_05_4_full.jpg,id_00000079,gallery,a red bodysuit with mesh,99,31,165,123
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_08_2_side.jpg,id_00000079,gallery,a black dress,106,54,123,236
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_08_4_full.jpg,id_00000079,gallery,a black bodysuit with mesh detailing,85,41,147,121
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_09_2_side.jpg,id_00000079,gallery,a black dress with red trim,108,55,134,178
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000083_02_1_front.jpg,id_00000083,gallery,a short sleeve dress,58,48,207,244
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_04_1_front.jpg,id_00000084,gallery,a white varsity jacket with black sleeves,54,51,210,248
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_2_side.jpg,id_00000084,gallery,a hoodie,98,37,169,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_3_back.jpg,id_00000084,gallery,a hoodie,46,12,192,221
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_7_additional.jpg,id_00000084,gallery,a hooded jacket,54,43,200,234
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_1_front.jpg,id_00000084,gallery,a red hooded jacket with black sleeves,52,45,202,213
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_2_side.jpg,id_00000084,gallery,a black dress shirt with red trim,108,42,136,221
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_7_additional.jpg,id_00000084,gallery,a red hoodie with black sleeves,89,34,175,133
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_08_2_side.jpg,id_00000084,gallery,a black dress with white trim,151,49,164,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000087_02_1_front.jpg,id_00000087,gallery,a dress,40,28,171,232
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000087_02_3_back.jpg,id_00000087,gallery,a dress,96,28,187,226
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000088_02_1_front.jpg,id_00000088,gallery,a red dress,64,44,192,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000088_02_3_back.jpg,id_00000088,gallery,a red dress,77,38,178,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000092_01_1_front.jpg,id_00000092,gallery,a black dress with an abstract print,91,38,169,172
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000093_01_1_front.jpg,id_00000093,gallery,a white top with floral embroidery,60,61,204,233
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000093_01_2_side.jpg,id_00000093,gallery,a white off the shoulder top with blue jeans,119,53,142,238
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_01_2_side.jpg,id_00000094,gallery,a black suit,101,45,147,232
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_02_2_side.jpg,id_00000094,gallery,a suit,52,42,204,213
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_02_3_back.jpg,id_00000094,gallery,a navy blue suit,49,22,215,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_2_side.jpg,id_00000094,gallery,a suit,88,34,166,253
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_3_back.jpg,id_00000094,gallery,a suit,62,21,212,226
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_7_additional.jpg,id_00000094,gallery,a black suit,78,30,169,137
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000096_02_1_front.jpg,id_00000096,gallery,a black dress with white polka dots,67,48,174,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00000096_02_4_full.jpg,id_00000096,gallery,a black dress with white print,94,37,158,158
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00000098_02_3_back.jpg,id_00000098,gallery,a knitted cardigan,90,27,156,185
